Match Day,Match Date (UTC),Match Time(New York),Match Time(London),Match Time(Moscow),Match Time(Dubai),Match Time(Shanghai),Fixture,Stadium,Home Team,Home Goal,Away Goal,Away Team,Win %,Draw %,Loss %,Projected Home Goal,Projected Away Goal,Last Update Time,Stage,Status,Match Time(Chicago),Match Time(Albuqerque),Match Time(San Francisco),Result
12,2025-11-08,2025-11-08 08:00:00,2025-11-08 13:00:00,2025-11-08 16:00:00,2025-11-08 17:00:00,2025-11-08 21:00:00,Girona FC vs Deportivo Alavés,Municipal de Montilivi,Girona FC,1.0,0.0,Deportivo Alavés,0.3961,0.302,0.302,1.1173,0.9354,2025-11-13 07:12:26,REGULAR_SEASON,FULL_TIME,2025-11-08 07:00:00,2025-11-08 06:00:00,2025-11-08 05:00:00,H
12,2025-11-08,2025-11-08 10:15:00,2025-11-08 15:15:00,2025-11-08 18:15:00,2025-11-08 19:15:00,2025-11-08 23:15:00,Sevilla FC vs CA Osasuna,Ramón Sánchez-Pizjuán,Sevilla FC,1.0,0.0,CA Osasuna,0.444,0.2914,0.2646,1.238,0.8849,2025-11-13 07:12:26,REGULAR_SEASON,FULL_TIME,2025-11-08 09:15:00,2025-11-08 08:15:00,2025-11-08 07:15:00,H
12,2025-11-08,2025-11-08 12:30:00,2025-11-08 17:30:00,2025-11-08 20:30:00,2025-11-08 21:30:00,2025-11-09 01:30:00,Atlético de Madrid vs Levante UD,Riyadh Air Metropolitano,Atlético de Madrid,3.0,1.0,Levante UD,0.8257,0.1224,0.0519,2.674,0.5344,2025-11-13 07:12:26,REGULAR_SEASON,FULL_TIME,2025-11-08 11:30:00,2025-11-08 10:30:00,2025-11-08 09:30:00,H
12,2025-11-08,2025-11-08 15:00:00,2025-11-08 20:00:00,2025-11-08 23:00:00,2025-11-09 00:00:00,2025-11-09 04:00:00,RCD Espanyol vs Villarreal CF,RCDE Stadium,RCD Espanyol,0.0,2.0,Villarreal CF,0.3303,0.2736,0.3961,1.1485,1.2851,2025-11-13 07:12:26,REGULAR_SEASON,FULL_TIME,2025-11-08 14:00:00,2025-11-08 13:00:00,2025-11-08 12:00:00,A
12,2025-11-09,2025-11-09 08:00:00,2025-11-09 13:00:00,2025-11-09 16:00:00,2025-11-09 17:00:00,2025-11-09 21:00:00,Athletic Club vs Real Oviedo,San Mamés,Athletic Club,1.0,0.0,Real Oviedo,0.637,0.2383,0.1247,1.6435,0.5675,2025-11-13 07:12:26,REGULAR_SEASON,FULL_TIME,2025-11-09 07:00:00,2025-11-09 06:00:00,2025-11-09 05:00:00,H
12,2025-11-09,2025-11-09 10:15:00,2025-11-09 15:15:00,2025-11-09 18:15:00,2025-11-09 19:15:00,2025-11-09 23:15:00,Rayo Vallecano vs Real Madrid,Estadio de Vallecas,Rayo Vallecano,0.0,0.0,Real Madrid,0.1327,0.1962,0.6711,0.7979,2.0807,2025-11-13 07:12:26,REGULAR_SEASON,FULL_TIME,2025-11-09 09:15:00,2025-11-09 08:15:00,2025-11-09 07:15:00,D
12,2025-11-09,2025-11-09 12:30:00,2025-11-09 17:30:00,2025-11-09 20:30:00,2025-11-09 21:30:00,2025-11-10 01:30:00,RCD Mallorca vs Getafe CF,Estadi Mallorca Son Moix,RCD Mallorca,1.0,0.0,Getafe CF,0.3644,0.3434,0.2922,0.8981,0.77,2025-11-13 07:12:26,REGULAR_SEASON,FULL_TIME,2025-11-09 11:30:00,2025-11-09 10:30:00,2025-11-09 09:30:00,H
12,2025-11-09,2025-11-09 12:30:00,2025-11-09 17:30:00,2025-11-09 20:30:00,2025-11-09 21:30:00,2025-11-10 01:30:00,Valencia CF vs Real Betis,Mestalla,Valencia CF,1.0,1.0,Real Betis,0.2854,0.2718,0.4428,1.0385,1.3647,2025-11-13 07:12:26,REGULAR_SEASON,FULL_TIME,2025-11-09 11:30:00,2025-11-09 10:30:00,2025-11-09 09:30:00,D
12,2025-11-09,2025-11-09 15:00:00,2025-11-09 20:00:00,2025-11-09 23:00:00,2025-11-10 00:00:00,2025-11-10 04:00:00,RC Celta vs FC Barcelona,Estadio Abanca-Balaídos,RC Celta,2.0,4.0,FC Barcelona,0.2231,0.2231,0.5537,1.1255,1.8972,2025-11-13 07:12:26,REGULAR_SEASON,FULL_TIME,2025-11-09 14:00:00,2025-11-09 13:00:00,2025-11-09 12:00:00,A
13,2025-11-21,2025-11-21 15:00:00,2025-11-21 20:00:00,2025-11-21 23:00:00,2025-11-22 00:00:00,2025-11-22 04:00:00,Valencia CF vs Levante UD,Mestalla,Valencia CF,2.0,1.0,Levante UD,0.0,0.0,0.0,0.0,0.0,2025-10-23 06:53:50,REGULAR_SEASON,SCHEDULED,2025-11-21 14:00:00,2025-11-21 13:00:00,2025-11-21 12:00:00,H
13,2025-11-22,2025-11-22 08:00:00,2025-11-22 13:00:00,2025-11-22 16:00:00,2025-11-22 17:00:00,2025-11-22 21:00:00,Deportivo Alavés vs RC Celta,Mendizorroza,Deportivo Alavés,0.0,0.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-10-23 06:53:50,REGULAR_SEASON,SCHEDULED,2025-11-22 07:00:00,2025-11-22 06:00:00,2025-11-22 05:00:00,D
13,2025-11-22,2025-11-22 10:15:00,2025-11-22 15:15:00,2025-11-22 18:15:00,2025-11-22 19:15:00,2025-11-22 23:15:00,FC Barcelona vs Athletic Club,Spotify Camp Nou,FC Barcelona,3.0,1.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-10-23 06:53:50,REGULAR_SEASON,SCHEDULED,2025-11-22 09:15:00,2025-11-22 08:15:00,2025-11-22 07:15:00,H
13,2025-11-22,2025-11-22 12:30:00,2025-11-22 17:30:00,2025-11-22 20:30:00,2025-11-22 21:30:00,2025-11-23 01:30:00,CA Osasuna vs Real Sociedad,El Sadar,CA Osasuna,1.0,0.0,Real Sociedad,0.0,0.0,0.0,0.0,0.0,2025-10-23 06:53:50,REGULAR_SEASON,SCHEDULED,2025-11-22 11:30:00,2025-11-22 10:30:00,2025-11-22 09:30:00,H
13,2025-11-22,2025-11-22 15:00:00,2025-11-22 20:00:00,2025-11-22 23:00:00,2025-11-23 00:00:00,2025-11-23 04:00:00,Villarreal CF vs RCD Mallorca,Estadio de la Cerámica,Villarreal CF,1.0,0.0,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,2025-10-23 06:53:50,REGULAR_SEASON,SCHEDULED,2025-11-22 14:00:00,2025-11-22 13:00:00,2025-11-22 12:00:00,H
13,2025-11-23,2025-11-23 08:00:00,2025-11-23 13:00:00,2025-11-23 16:00:00,2025-11-23 17:00:00,2025-11-23 21:00:00,Real Oviedo vs Rayo Vallecano,Carlos Tartiere,Real Oviedo,0.0,1.0,Rayo Vallecano,0.0,0.0,0.0,0.0,0.0,2025-10-23 06:53:50,REGULAR_SEASON,SCHEDULED,2025-11-23 07:00:00,2025-11-23 06:00:00,2025-11-23 05:00:00,A
13,2025-11-23,2025-11-23 10:15:00,2025-11-23 15:15:00,2025-11-23 18:15:00,2025-11-23 19:15:00,2025-11-23 23:15:00,Real Betis vs Girona FC,Estadio La Cartuja de Sevilla,Real Betis,1.0,0.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-10-23 06:53:50,REGULAR_SEASON,SCHEDULED,2025-11-23 09:15:00,2025-11-23 08:15:00,2025-11-23 07:15:00,H
13,2025-11-23,2025-11-23 12:30:00,2025-11-23 17:30:00,2025-11-23 20:30:00,2025-11-23 21:30:00,2025-11-24 01:30:00,Getafe CF vs Atlético de Madrid,Estadio Coliseum,Getafe CF,1.0,0.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-10-23 06:53:50,REGULAR_SEASON,SCHEDULED,2025-11-23 11:30:00,2025-11-23 10:30:00,2025-11-23 09:30:00,H
13,2025-11-23,2025-11-23 15:00:00,2025-11-23 20:00:00,2025-11-23 23:00:00,2025-11-24 00:00:00,2025-11-24 04:00:00,Elche CF vs Real Madrid,Martínez Valero,Elche CF,1.0,1.0,Real Madrid,0.0,0.0,0.0,0.0,0.0,2025-10-23 06:53:50,REGULAR_SEASON,SCHEDULED,2025-11-23 14:00:00,2025-11-23 13:00:00,2025-11-23 12:00:00,D
13,2025-11-24,2025-11-24 15:00:00,2025-11-24 20:00:00,2025-11-24 23:00:00,2025-11-25 00:00:00,2025-11-25 04:00:00,RCD Espanyol vs Sevilla FC,RCDE Stadium,RCD Espanyol,0.0,3.0,Sevilla FC,0.0,0.0,0.0,0.0,0.0,2025-10-23 06:53:50,REGULAR_SEASON,SCHEDULED,2025-11-24 14:00:00,2025-11-24 13:00:00,2025-11-24 12:00:00,A
14,2025-11-28,2025-11-28 15:00:00,2025-11-28 20:00:00,2025-11-28 23:00:00,2025-11-29 00:00:00,2025-11-29 04:00:00,Getafe CF vs Elche CF,Estadio Coliseum,Getafe CF,0.0,1.0,Elche CF,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-11-28 14:00:00,2025-11-28 13:00:00,2025-11-28 12:00:00,A
14,2025-11-29,2025-11-29 08:00:00,2025-11-29 13:00:00,2025-11-29 16:00:00,2025-11-29 17:00:00,2025-11-29 21:00:00,RCD Mallorca vs CA Osasuna,Estadi Mallorca Son Moix,RCD Mallorca,0.0,0.0,CA Osasuna,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-11-29 07:00:00,2025-11-29 06:00:00,2025-11-29 05:00:00,D
14,2025-11-29,2025-11-29 10:15:00,2025-11-29 15:15:00,2025-11-29 18:15:00,2025-11-29 19:15:00,2025-11-29 23:15:00,FC Barcelona vs Deportivo Alavés,TBC,FC Barcelona,0.0,1.0,Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-11-29 09:15:00,2025-11-29 08:15:00,2025-11-29 07:15:00,A
14,2025-11-29,2025-11-29 12:30:00,2025-11-29 17:30:00,2025-11-29 20:30:00,2025-11-29 21:30:00,2025-11-30 01:30:00,Levante UD vs Athletic Club,Ciutat de Valencia,Levante UD,1.0,2.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-11-29 11:30:00,2025-11-29 10:30:00,2025-11-29 09:30:00,A
14,2025-11-29,2025-11-29 15:00:00,2025-11-29 20:00:00,2025-11-29 23:00:00,2025-11-30 00:00:00,2025-11-30 04:00:00,Atlético de Madrid vs Real Oviedo,Riyadh Air Metropolitano,Atlético de Madrid,6.0,0.0,Real Oviedo,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-11-29 14:00:00,2025-11-29 13:00:00,2025-11-29 12:00:00,H
14,2025-11-30,2025-11-30 08:00:00,2025-11-30 13:00:00,2025-11-30 16:00:00,2025-11-30 17:00:00,2025-11-30 21:00:00,Real Sociedad vs Villarreal CF,Estadio Municipal de Anoeta,Real Sociedad,0.0,0.0,Villarreal CF,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-11-30 07:00:00,2025-11-30 06:00:00,2025-11-30 05:00:00,D
14,2025-11-30,2025-11-30 10:15:00,2025-11-30 15:15:00,2025-11-30 18:15:00,2025-11-30 19:15:00,2025-11-30 23:15:00,Sevilla FC vs Real Betis,Ramón Sánchez-Pizjuán,Sevilla FC,1.0,1.0,Real Betis,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-11-30 09:15:00,2025-11-30 08:15:00,2025-11-30 07:15:00,D
14,2025-11-30,2025-11-30 12:30:00,2025-11-30 17:30:00,2025-11-30 20:30:00,2025-11-30 21:30:00,2025-12-01 01:30:00,RC Celta vs RCD Espanyol,Estadio Abanca-Balaídos,RC Celta,1.0,0.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-11-30 11:30:00,2025-11-30 10:30:00,2025-11-30 09:30:00,H
14,2025-11-30,2025-11-30 15:00:00,2025-11-30 20:00:00,2025-11-30 23:00:00,2025-12-01 00:00:00,2025-12-01 04:00:00,Girona FC vs Real Madrid,Municipal de Montilivi,Girona FC,1.0,2.0,Real Madrid,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-11-30 14:00:00,2025-11-30 13:00:00,2025-11-30 12:00:00,A
14,2025-12-01,2025-12-01 15:00:00,2025-12-01 20:00:00,2025-12-01 23:00:00,2025-12-02 00:00:00,2025-12-02 04:00:00,Rayo Vallecano vs Valencia CF,Estadio de Vallecas,Rayo Vallecano,0.0,0.0,Valencia CF,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-01 14:00:00,2025-12-01 13:00:00,2025-12-01 12:00:00,D
15,2025-12-02,2025-12-02 15:00:00,2025-12-02 20:00:00,2025-12-02 23:00:00,2025-12-03 00:00:00,2025-12-03 04:00:00,FC Barcelona vs Atlético de Madrid,TBC,FC Barcelona,3.0,0.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-02 14:00:00,2025-12-02 13:00:00,2025-12-02 12:00:00,H
15,2025-12-03,2025-12-03 13:00:00,2025-12-03 18:00:00,2025-12-03 21:00:00,2025-12-03 22:00:00,2025-12-04 02:00:00,Athletic Club vs Real Madrid,San Mamés,Athletic Club,0.0,1.0,Real Madrid,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-03 12:00:00,2025-12-03 11:00:00,2025-12-03 10:00:00,A
15,2025-12-05,2025-12-05 15:00:00,2025-12-05 20:00:00,2025-12-05 23:00:00,2025-12-06 00:00:00,2025-12-06 04:00:00,Real Oviedo vs RCD Mallorca,Carlos Tartiere,Real Oviedo,0.0,0.0,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,2025-11-06 21:37:58,REGULAR_SEASON,SCHEDULED,2025-12-05 14:00:00,2025-12-05 13:00:00,2025-12-05 12:00:00,D
15,2025-12-06,2025-12-06 08:00:00,2025-12-06 13:00:00,2025-12-06 16:00:00,2025-12-06 17:00:00,2025-12-06 21:00:00,Villarreal CF vs Getafe CF,Estadio de la Cerámica,Villarreal CF,1.0,0.0,Getafe CF,0.0,0.0,0.0,0.0,0.0,2025-11-06 21:37:58,REGULAR_SEASON,SCHEDULED,2025-12-06 07:00:00,2025-12-06 06:00:00,2025-12-06 05:00:00,H
15,2025-12-06,2025-12-06 10:15:00,2025-12-06 15:15:00,2025-12-06 18:15:00,2025-12-06 19:15:00,2025-12-06 23:15:00,Deportivo Alavés vs Real Sociedad,Mendizorroza,Deportivo Alavés,2.0,0.0,Real Sociedad,0.0,0.0,0.0,0.0,0.0,2025-11-06 21:37:58,REGULAR_SEASON,SCHEDULED,2025-12-06 09:15:00,2025-12-06 08:15:00,2025-12-06 07:15:00,H
15,2025-12-06,2025-12-06 12:30:00,2025-12-06 17:30:00,2025-12-06 20:30:00,2025-12-06 21:30:00,2025-12-07 01:30:00,Real Betis vs FC Barcelona,Estadio La Cartuja de Sevilla,Real Betis,3.0,0.0,FC Barcelona,0.0,0.0,0.0,0.0,0.0,2025-11-06 21:37:58,REGULAR_SEASON,SCHEDULED,2025-12-06 11:30:00,2025-12-06 10:30:00,2025-12-06 09:30:00,H
15,2025-12-06,2025-12-06 15:00:00,2025-12-06 20:00:00,2025-12-06 23:00:00,2025-12-07 00:00:00,2025-12-07 04:00:00,Athletic Club vs Atlético de Madrid,San Mamés,Athletic Club,1.0,0.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-11-06 21:37:58,REGULAR_SEASON,SCHEDULED,2025-12-06 14:00:00,2025-12-06 13:00:00,2025-12-06 12:00:00,H
15,2025-12-07,2025-12-07 08:00:00,2025-12-07 13:00:00,2025-12-07 16:00:00,2025-12-07 17:00:00,2025-12-07 21:00:00,Elche CF vs Girona FC,Martínez Valero,Elche CF,0.0,0.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-11-06 21:37:58,REGULAR_SEASON,SCHEDULED,2025-12-07 07:00:00,2025-12-07 06:00:00,2025-12-07 05:00:00,D
15,2025-12-07,2025-12-07 10:15:00,2025-12-07 15:15:00,2025-12-07 18:15:00,2025-12-07 19:15:00,2025-12-07 23:15:00,Valencia CF vs Sevilla FC,Mestalla,Valencia CF,1.0,0.0,Sevilla FC,0.0,0.0,0.0,0.0,0.0,2025-11-06 21:37:58,REGULAR_SEASON,SCHEDULED,2025-12-07 09:15:00,2025-12-07 08:15:00,2025-12-07 07:15:00,H
15,2025-12-07,2025-12-07 12:30:00,2025-12-07 17:30:00,2025-12-07 20:30:00,2025-12-07 21:30:00,2025-12-08 01:30:00,RCD Espanyol vs Rayo Vallecano,RCDE Stadium,RCD Espanyol,1.0,0.0,Rayo Vallecano,0.0,0.0,0.0,0.0,0.0,2025-11-06 21:37:58,REGULAR_SEASON,SCHEDULED,2025-12-07 11:30:00,2025-12-07 10:30:00,2025-12-07 09:30:00,H
16,2025-12-07,2025-12-07 15:00:00,2025-12-07 20:00:00,2025-12-07 23:00:00,2025-12-08 00:00:00,2025-12-08 04:00:00,Real Madrid vs RC Celta,Santiago Bernabéu,Real Madrid,2.0,0.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-11-06 21:37:58,REGULAR_SEASON,SCHEDULED,2025-12-07 14:00:00,2025-12-07 13:00:00,2025-12-07 12:00:00,H
16,2025-12-08,2025-12-08 15:00:00,2025-12-08 20:00:00,2025-12-08 23:00:00,2025-12-09 00:00:00,2025-12-09 04:00:00,CA Osasuna vs Levante UD,El Sadar,CA Osasuna,0.0,3.0,Levante UD,0.0,0.0,0.0,0.0,0.0,2025-11-06 21:37:58,REGULAR_SEASON,SCHEDULED,2025-12-08 14:00:00,2025-12-08 13:00:00,2025-12-08 12:00:00,A
16,2025-12-14,2025-12-14 15:00:00,2025-12-14 20:00:00,2025-12-14 23:00:00,2025-12-15 00:00:00,2025-12-15 04:00:00,Atlético de Madrid vs Valencia CF,Riyadh Air Metropolitano,Atlético de Madrid,3.0,0.0,Valencia CF,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-14 14:00:00,2025-12-14 13:00:00,2025-12-14 12:00:00,H
16,2025-12-14,2025-12-14 15:00:00,2025-12-14 20:00:00,2025-12-14 23:00:00,2025-12-15 00:00:00,2025-12-15 04:00:00,Deportivo Alavés vs Real Madrid,Mendizorroza,Deportivo Alavés,1.0,0.0,Real Madrid,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-14 14:00:00,2025-12-14 13:00:00,2025-12-14 12:00:00,H
16,2025-12-14,2025-12-14 15:00:00,2025-12-14 20:00:00,2025-12-14 23:00:00,2025-12-15 00:00:00,2025-12-15 04:00:00,FC Barcelona vs CA Osasuna,Spotify Camp Nou,FC Barcelona,1.0,0.0,CA Osasuna,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-14 14:00:00,2025-12-14 13:00:00,2025-12-14 12:00:00,H
16,2025-12-14,2025-12-14 15:00:00,2025-12-14 20:00:00,2025-12-14 23:00:00,2025-12-15 00:00:00,2025-12-15 04:00:00,Getafe CF vs RCD Espanyol,Estadio Coliseum,Getafe CF,1.0,0.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-14 14:00:00,2025-12-14 13:00:00,2025-12-14 12:00:00,H
17,2025-12-14,2025-12-14 15:00:00,2025-12-14 20:00:00,2025-12-14 23:00:00,2025-12-15 00:00:00,2025-12-15 04:00:00,Levante UD vs Villarreal CF,Ciutat de Valencia,Levante UD,1.0,0.0,Villarreal CF,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-14 14:00:00,2025-12-14 13:00:00,2025-12-14 12:00:00,H
16,2025-12-14,2025-12-14 15:00:00,2025-12-14 20:00:00,2025-12-14 23:00:00,2025-12-15 00:00:00,2025-12-15 04:00:00,RC Celta vs Athletic Club,Estadio Abanca-Balaídos,RC Celta,2.0,0.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-14 14:00:00,2025-12-14 13:00:00,2025-12-14 12:00:00,H
17,2025-12-14,2025-12-14 15:00:00,2025-12-14 20:00:00,2025-12-14 23:00:00,2025-12-15 00:00:00,2025-12-15 04:00:00,RCD Mallorca vs Elche CF,Estadi Mallorca Son Moix,RCD Mallorca,2.0,1.0,Elche CF,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-14 14:00:00,2025-12-14 13:00:00,2025-12-14 12:00:00,H
16,2025-12-14,2025-12-14 15:00:00,2025-12-14 20:00:00,2025-12-14 23:00:00,2025-12-15 00:00:00,2025-12-15 04:00:00,Rayo Vallecano vs Real Betis,Estadio de Vallecas,Rayo Vallecano,1.0,0.0,Real Betis,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-14 14:00:00,2025-12-14 13:00:00,2025-12-14 12:00:00,H
16,2025-12-14,2025-12-14 15:00:00,2025-12-14 20:00:00,2025-12-14 23:00:00,2025-12-15 00:00:00,2025-12-15 04:00:00,Real Sociedad vs Girona FC,Estadio Municipal de Anoeta,Real Sociedad,0.0,0.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-14 14:00:00,2025-12-14 13:00:00,2025-12-14 12:00:00,D
16,2025-12-14,2025-12-14 15:00:00,2025-12-14 20:00:00,2025-12-14 23:00:00,2025-12-15 00:00:00,2025-12-15 04:00:00,Sevilla FC vs Real Oviedo,Ramón Sánchez-Pizjuán,Sevilla FC,1.0,0.0,Real Oviedo,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-14 14:00:00,2025-12-14 13:00:00,2025-12-14 12:00:00,H
17,2025-12-21,2025-12-21 15:00:00,2025-12-21 20:00:00,2025-12-21 23:00:00,2025-12-22 00:00:00,2025-12-22 04:00:00,Athletic Club vs RCD Espanyol,San Mamés,Athletic Club,1.0,0.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-21 14:00:00,2025-12-21 13:00:00,2025-12-21 12:00:00,H
17,2025-12-21,2025-12-21 15:00:00,2025-12-21 20:00:00,2025-12-21 23:00:00,2025-12-22 00:00:00,2025-12-22 04:00:00,CA Osasuna vs Deportivo Alavés,El Sadar,CA Osasuna,2.0,0.0,Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-21 14:00:00,2025-12-21 13:00:00,2025-12-21 12:00:00,H
18,2025-12-21,2025-12-21 15:00:00,2025-12-21 20:00:00,2025-12-21 23:00:00,2025-12-22 00:00:00,2025-12-22 04:00:00,Elche CF vs Rayo Vallecano,Martínez Valero,Elche CF,1.0,1.0,Rayo Vallecano,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-21 14:00:00,2025-12-21 13:00:00,2025-12-21 12:00:00,D
17,2025-12-21,2025-12-21 15:00:00,2025-12-21 20:00:00,2025-12-21 23:00:00,2025-12-22 00:00:00,2025-12-22 04:00:00,Girona FC vs Atlético de Madrid,Municipal de Montilivi,Girona FC,2.0,0.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-21 14:00:00,2025-12-21 13:00:00,2025-12-21 12:00:00,H
17,2025-12-21,2025-12-21 15:00:00,2025-12-21 20:00:00,2025-12-21 23:00:00,2025-12-22 00:00:00,2025-12-22 04:00:00,Levante UD vs Real Sociedad,Ciutat de Valencia,Levante UD,2.0,0.0,Real Sociedad,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-21 14:00:00,2025-12-21 13:00:00,2025-12-21 12:00:00,H
17,2025-12-21,2025-12-21 15:00:00,2025-12-21 20:00:00,2025-12-21 23:00:00,2025-12-22 00:00:00,2025-12-22 04:00:00,Real Betis vs Getafe CF,Estadio La Cartuja de Sevilla,Real Betis,2.0,0.0,Getafe CF,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-21 14:00:00,2025-12-21 13:00:00,2025-12-21 12:00:00,H
17,2025-12-21,2025-12-21 15:00:00,2025-12-21 20:00:00,2025-12-21 23:00:00,2025-12-22 00:00:00,2025-12-22 04:00:00,Real Madrid vs Sevilla FC,Santiago Bernabéu,Real Madrid,2.0,0.0,Sevilla FC,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-21 14:00:00,2025-12-21 13:00:00,2025-12-21 12:00:00,H
17,2025-12-21,2025-12-21 15:00:00,2025-12-21 20:00:00,2025-12-21 23:00:00,2025-12-22 00:00:00,2025-12-22 04:00:00,Real Oviedo vs RC Celta,Carlos Tartiere,Real Oviedo,2.0,0.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-21 14:00:00,2025-12-21 13:00:00,2025-12-21 12:00:00,H
17,2025-12-21,2025-12-21 15:00:00,2025-12-21 20:00:00,2025-12-21 23:00:00,2025-12-22 00:00:00,2025-12-22 04:00:00,Valencia CF vs RCD Mallorca,Mestalla,Valencia CF,0.0,2.0,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-21 14:00:00,2025-12-21 13:00:00,2025-12-21 12:00:00,A
18,2025-12-21,2025-12-21 15:00:00,2025-12-21 20:00:00,2025-12-21 23:00:00,2025-12-22 00:00:00,2025-12-22 04:00:00,Villarreal CF vs FC Barcelona,Estadio de la Cerámica,Villarreal CF,3.0,0.0,FC Barcelona,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2025-12-21 14:00:00,2025-12-21 13:00:00,2025-12-21 12:00:00,H
18,2026-01-04,2026-01-04 15:00:00,2026-01-04 20:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,2026-01-05 04:00:00,CA Osasuna vs Athletic Club,El Sadar,CA Osasuna,0.0,2.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2026-01-04 14:00:00,2026-01-04 13:00:00,2026-01-04 12:00:00,A
19,2026-01-04,2026-01-04 15:00:00,2026-01-04 20:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,2026-01-05 04:00:00,Deportivo Alavés vs Real Oviedo,Mendizorroza,Deportivo Alavés,1.0,3.0,Real Oviedo,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2026-01-04 14:00:00,2026-01-04 13:00:00,2026-01-04 12:00:00,A
