Match Day,Match Date (UTC),Match Time(New York),Match Time(London),Match Time(Moscow),Match Time(Dubai),Match Time(Shanghai),Fixture,Stadium,Home Team,Home Goal,Away Goal,Away Team,Win %,Draw %,Loss %,Projected Home Goal,Projected Away Goal,Last Update Time,Stage,Status,Match Time(Chicago),Match Time(Albuqerque),Match Time(San Francisco),Result
18,2026-01-04,2026-01-04 15:00:00,2026-01-04 20:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,2026-01-05 04:00:00,Elche CF vs Villarreal CF,Martínez Valero,Elche CF,1.0,0.0,Villarreal CF,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2026-01-04 14:00:00,2026-01-04 13:00:00,2026-01-04 12:00:00,H
18,2026-01-04,2026-01-04 15:00:00,2026-01-04 20:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,2026-01-05 04:00:00,RC Celta vs Valencia CF,Estadio Abanca-Balaídos,RC Celta,2.0,0.0,Valencia CF,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2026-01-04 14:00:00,2026-01-04 13:00:00,2026-01-04 12:00:00,H
18,2026-01-04,2026-01-04 15:00:00,2026-01-04 20:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,2026-01-05 04:00:00,RCD Espanyol vs FC Barcelona,RCDE Stadium,RCD Espanyol,1.0,0.0,FC Barcelona,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2026-01-04 14:00:00,2026-01-04 13:00:00,2026-01-04 12:00:00,H
18,2026-01-04,2026-01-04 15:00:00,2026-01-04 20:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,2026-01-05 04:00:00,RCD Mallorca vs Girona FC,Estadi Mallorca Son Moix,RCD Mallorca,2.0,0.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2026-01-04 14:00:00,2026-01-04 13:00:00,2026-01-04 12:00:00,H
18,2026-01-04,2026-01-04 15:00:00,2026-01-04 20:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,2026-01-05 04:00:00,Rayo Vallecano vs Getafe CF,Estadio de Vallecas,Rayo Vallecano,1.0,0.0,Getafe CF,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2026-01-04 14:00:00,2026-01-04 13:00:00,2026-01-04 12:00:00,H
18,2026-01-04,2026-01-04 15:00:00,2026-01-04 20:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,2026-01-05 04:00:00,Real Madrid vs Real Betis,Santiago Bernabéu,Real Madrid,4.0,0.0,Real Betis,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2026-01-04 14:00:00,2026-01-04 13:00:00,2026-01-04 12:00:00,H
18,2026-01-04,2026-01-04 15:00:00,2026-01-04 20:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,2026-01-05 04:00:00,Real Sociedad vs Atlético de Madrid,Estadio Municipal de Anoeta,Real Sociedad,0.0,0.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2026-01-04 14:00:00,2026-01-04 13:00:00,2026-01-04 12:00:00,D
19,2026-01-04,2026-01-04 15:00:00,2026-01-04 20:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,2026-01-05 04:00:00,Sevilla FC vs Levante UD,Ramón Sánchez-Pizjuán,Sevilla FC,0.0,1.0,Levante UD,0.0,0.0,0.0,0.0,0.0,2025-10-31 06:51:46,REGULAR_SEASON,SCHEDULED,2026-01-04 14:00:00,2026-01-04 13:00:00,2026-01-04 12:00:00,A
19,2026-01-11,2026-01-11 15:00:00,2026-01-11 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,2026-01-12 04:00:00,Getafe CF vs Real Sociedad,Estadio Coliseum,Getafe CF,3.0,0.0,Real Sociedad,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-11 14:00:00,2026-01-11 13:00:00,2026-01-11 12:00:00,H
19,2026-01-11,2026-01-11 15:00:00,2026-01-11 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,2026-01-12 04:00:00,Girona FC vs CA Osasuna,Municipal de Montilivi,Girona FC,1.0,0.0,CA Osasuna,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-11 14:00:00,2026-01-11 13:00:00,2026-01-11 12:00:00,H
19,2026-01-11,2026-01-11 15:00:00,2026-01-11 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,2026-01-12 04:00:00,Levante UD vs RCD Espanyol,Ciutat de Valencia,Levante UD,1.0,1.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-11 14:00:00,2026-01-11 13:00:00,2026-01-11 12:00:00,D
19,2026-01-11,2026-01-11 15:00:00,2026-01-11 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,2026-01-12 04:00:00,Rayo Vallecano vs RCD Mallorca,Estadio de Vallecas,Rayo Vallecano,4.0,1.0,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-11 14:00:00,2026-01-11 13:00:00,2026-01-11 12:00:00,H
19,2026-01-11,2026-01-11 15:00:00,2026-01-11 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,2026-01-12 04:00:00,Real Oviedo vs Real Betis,Carlos Tartiere,Real Oviedo,3.0,1.0,Real Betis,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-11 14:00:00,2026-01-11 13:00:00,2026-01-11 12:00:00,H
19,2026-01-11,2026-01-11 15:00:00,2026-01-11 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,2026-01-12 04:00:00,Sevilla FC vs RC Celta,Ramón Sánchez-Pizjuán,Sevilla FC,1.0,0.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-11 14:00:00,2026-01-11 13:00:00,2026-01-11 12:00:00,H
19,2026-01-11,2026-01-11 15:00:00,2026-01-11 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,2026-01-12 04:00:00,Valencia CF vs Elche CF,Mestalla,Valencia CF,3.0,2.0,Elche CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-11 14:00:00,2026-01-11 13:00:00,2026-01-11 12:00:00,H
19,2026-01-11,2026-01-11 15:00:00,2026-01-11 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,2026-01-12 04:00:00,Villarreal CF vs Deportivo Alavés,Estadio de la Cerámica,Villarreal CF,4.0,0.0,Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-11 14:00:00,2026-01-11 13:00:00,2026-01-11 12:00:00,H
20,2026-01-18,2026-01-18 15:00:00,2026-01-18 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,2026-01-19 04:00:00,Atlético de Madrid vs Deportivo Alavés,Riyadh Air Metropolitano,Atlético de Madrid,4.0,0.0,Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-18 14:00:00,2026-01-18 13:00:00,2026-01-18 12:00:00,H
20,2026-01-18,2026-01-18 15:00:00,2026-01-18 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,2026-01-19 04:00:00,CA Osasuna vs Real Oviedo,El Sadar,CA Osasuna,4.0,1.0,Real Oviedo,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-18 14:00:00,2026-01-18 13:00:00,2026-01-18 12:00:00,H
20,2026-01-18,2026-01-18 15:00:00,2026-01-18 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,2026-01-19 04:00:00,Elche CF vs Sevilla FC,Martínez Valero,Elche CF,1.0,0.0,Sevilla FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-18 14:00:00,2026-01-18 13:00:00,2026-01-18 12:00:00,H
20,2026-01-18,2026-01-18 15:00:00,2026-01-18 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,2026-01-19 04:00:00,Getafe CF vs Valencia CF,Estadio Coliseum,Getafe CF,0.0,0.0,Valencia CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-18 14:00:00,2026-01-18 13:00:00,2026-01-18 12:00:00,D
20,2026-01-18,2026-01-18 15:00:00,2026-01-18 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,2026-01-19 04:00:00,RC Celta vs Rayo Vallecano,Estadio Abanca-Balaídos,RC Celta,1.0,0.0,Rayo Vallecano,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-18 14:00:00,2026-01-18 13:00:00,2026-01-18 12:00:00,H
20,2026-01-18,2026-01-18 15:00:00,2026-01-18 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,2026-01-19 04:00:00,RCD Espanyol vs Girona FC,RCDE Stadium,RCD Espanyol,0.0,0.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-18 14:00:00,2026-01-18 13:00:00,2026-01-18 12:00:00,D
20,2026-01-18,2026-01-18 15:00:00,2026-01-18 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,2026-01-19 04:00:00,RCD Mallorca vs Athletic Club,Estadi Mallorca Son Moix,RCD Mallorca,1.0,0.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-18 14:00:00,2026-01-18 13:00:00,2026-01-18 12:00:00,H
20,2026-01-18,2026-01-18 15:00:00,2026-01-18 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,2026-01-19 04:00:00,Real Betis vs Villarreal CF,Estadio La Cartuja de Sevilla,Real Betis,2.0,0.0,Villarreal CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-18 14:00:00,2026-01-18 13:00:00,2026-01-18 12:00:00,H
20,2026-01-18,2026-01-18 15:00:00,2026-01-18 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,2026-01-19 04:00:00,Real Madrid vs Levante UD,Santiago Bernabéu,Real Madrid,0.0,0.0,Levante UD,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-18 14:00:00,2026-01-18 13:00:00,2026-01-18 12:00:00,D
20,2026-01-18,2026-01-18 15:00:00,2026-01-18 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,2026-01-19 04:00:00,Real Sociedad vs FC Barcelona,Estadio Municipal de Anoeta,Real Sociedad,1.0,1.0,FC Barcelona,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-18 14:00:00,2026-01-18 13:00:00,2026-01-18 12:00:00,D
21,2026-01-25,2026-01-25 15:00:00,2026-01-25 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,2026-01-26 04:00:00,Atlético de Madrid vs RCD Mallorca,Riyadh Air Metropolitano,Atlético de Madrid,3.0,0.0,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-25 14:00:00,2026-01-25 13:00:00,2026-01-25 12:00:00,H
21,2026-01-25,2026-01-25 15:00:00,2026-01-25 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,2026-01-26 04:00:00,Deportivo Alavés vs Real Betis,Mendizorroza,Deportivo Alavés,1.0,0.0,Real Betis,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-25 14:00:00,2026-01-25 13:00:00,2026-01-25 12:00:00,H
21,2026-01-25,2026-01-25 15:00:00,2026-01-25 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,2026-01-26 04:00:00,FC Barcelona vs Real Oviedo,Spotify Camp Nou,FC Barcelona,4.0,0.0,Real Oviedo,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-25 14:00:00,2026-01-25 13:00:00,2026-01-25 12:00:00,H
21,2026-01-25,2026-01-25 15:00:00,2026-01-25 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,2026-01-26 04:00:00,Girona FC vs Getafe CF,Municipal de Montilivi,Girona FC,0.0,0.0,Getafe CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-25 14:00:00,2026-01-25 13:00:00,2026-01-25 12:00:00,D
21,2026-01-25,2026-01-25 15:00:00,2026-01-25 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,2026-01-26 04:00:00,Levante UD vs Elche CF,Ciutat de Valencia,Levante UD,2.0,4.0,Elche CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-25 14:00:00,2026-01-25 13:00:00,2026-01-25 12:00:00,A
21,2026-01-25,2026-01-25 15:00:00,2026-01-25 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,2026-01-26 04:00:00,Rayo Vallecano vs CA Osasuna,Estadio de Vallecas,Rayo Vallecano,0.0,0.0,CA Osasuna,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-25 14:00:00,2026-01-25 13:00:00,2026-01-25 12:00:00,D
21,2026-01-25,2026-01-25 15:00:00,2026-01-25 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,2026-01-26 04:00:00,Real Sociedad vs RC Celta,Estadio Municipal de Anoeta,Real Sociedad,1.0,0.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-25 14:00:00,2026-01-25 13:00:00,2026-01-25 12:00:00,H
21,2026-01-25,2026-01-25 15:00:00,2026-01-25 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,2026-01-26 04:00:00,Sevilla FC vs Athletic Club,Ramón Sánchez-Pizjuán,Sevilla FC,0.0,0.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-25 14:00:00,2026-01-25 13:00:00,2026-01-25 12:00:00,D
21,2026-01-25,2026-01-25 15:00:00,2026-01-25 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,2026-01-26 04:00:00,Valencia CF vs RCD Espanyol,Mestalla,Valencia CF,3.0,0.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-25 14:00:00,2026-01-25 13:00:00,2026-01-25 12:00:00,H
21,2026-01-25,2026-01-25 15:00:00,2026-01-25 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,2026-01-26 04:00:00,Villarreal CF vs Real Madrid,Estadio de la Cerámica,Villarreal CF,1.0,0.0,Real Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-01-25 14:00:00,2026-01-25 13:00:00,2026-01-25 12:00:00,H
22,2026-02-01,2026-02-01 15:00:00,2026-02-01 20:00:00,2026-02-01 23:00:00,2026-02-02 00:00:00,2026-02-02 04:00:00,Athletic Club vs Real Sociedad,San Mamés,Athletic Club,2.0,0.0,Real Sociedad,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-01 14:00:00,2026-02-01 13:00:00,2026-02-01 12:00:00,H
22,2026-02-01,2026-02-01 15:00:00,2026-02-01 20:00:00,2026-02-01 23:00:00,2026-02-02 00:00:00,2026-02-02 04:00:00,CA Osasuna vs Villarreal CF,El Sadar,CA Osasuna,2.0,1.0,Villarreal CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-01 14:00:00,2026-02-01 13:00:00,2026-02-01 12:00:00,H
22,2026-02-01,2026-02-01 15:00:00,2026-02-01 20:00:00,2026-02-01 23:00:00,2026-02-02 00:00:00,2026-02-02 04:00:00,Elche CF vs FC Barcelona,Martínez Valero,Elche CF,0.0,0.0,FC Barcelona,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-01 14:00:00,2026-02-01 13:00:00,2026-02-01 12:00:00,D
22,2026-02-01,2026-02-01 15:00:00,2026-02-01 20:00:00,2026-02-01 23:00:00,2026-02-02 00:00:00,2026-02-02 04:00:00,Getafe CF vs RC Celta,Estadio Coliseum,Getafe CF,1.0,0.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-01 14:00:00,2026-02-01 13:00:00,2026-02-01 12:00:00,H
22,2026-02-01,2026-02-01 15:00:00,2026-02-01 20:00:00,2026-02-01 23:00:00,2026-02-02 00:00:00,2026-02-02 04:00:00,Levante UD vs Atlético de Madrid,Ciutat de Valencia,Levante UD,2.0,2.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-01 14:00:00,2026-02-01 13:00:00,2026-02-01 12:00:00,D
22,2026-02-01,2026-02-01 15:00:00,2026-02-01 20:00:00,2026-02-01 23:00:00,2026-02-02 00:00:00,2026-02-02 04:00:00,RCD Espanyol vs Deportivo Alavés,RCDE Stadium,RCD Espanyol,4.0,0.0,Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-01 14:00:00,2026-02-01 13:00:00,2026-02-01 12:00:00,H
22,2026-02-01,2026-02-01 15:00:00,2026-02-01 20:00:00,2026-02-01 23:00:00,2026-02-02 00:00:00,2026-02-02 04:00:00,RCD Mallorca vs Sevilla FC,Estadi Mallorca Son Moix,RCD Mallorca,0.0,0.0,Sevilla FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-01 14:00:00,2026-02-01 13:00:00,2026-02-01 12:00:00,D
22,2026-02-01,2026-02-01 15:00:00,2026-02-01 20:00:00,2026-02-01 23:00:00,2026-02-02 00:00:00,2026-02-02 04:00:00,Real Betis vs Valencia CF,Estadio La Cartuja de Sevilla,Real Betis,0.0,0.0,Valencia CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-01 14:00:00,2026-02-01 13:00:00,2026-02-01 12:00:00,D
22,2026-02-01,2026-02-01 15:00:00,2026-02-01 20:00:00,2026-02-01 23:00:00,2026-02-02 00:00:00,2026-02-02 04:00:00,Real Madrid vs Rayo Vallecano,Santiago Bernabéu,Real Madrid,0.0,0.0,Rayo Vallecano,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-01 14:00:00,2026-02-01 13:00:00,2026-02-01 12:00:00,D
22,2026-02-01,2026-02-01 15:00:00,2026-02-01 20:00:00,2026-02-01 23:00:00,2026-02-02 00:00:00,2026-02-02 04:00:00,Real Oviedo vs Girona FC,Carlos Tartiere,Real Oviedo,1.0,1.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-01 14:00:00,2026-02-01 13:00:00,2026-02-01 12:00:00,D
23,2026-02-08,2026-02-08 15:00:00,2026-02-08 20:00:00,2026-02-08 23:00:00,2026-02-09 00:00:00,2026-02-09 04:00:00,Athletic Club vs Levante UD,San Mamés,Athletic Club,0.0,2.0,Levante UD,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-08 14:00:00,2026-02-08 13:00:00,2026-02-08 12:00:00,A
23,2026-02-08,2026-02-08 15:00:00,2026-02-08 20:00:00,2026-02-08 23:00:00,2026-02-09 00:00:00,2026-02-09 04:00:00,Atlético de Madrid vs Real Betis,Riyadh Air Metropolitano,Atlético de Madrid,3.0,1.0,Real Betis,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-08 14:00:00,2026-02-08 13:00:00,2026-02-08 12:00:00,H
23,2026-02-08,2026-02-08 15:00:00,2026-02-08 20:00:00,2026-02-08 23:00:00,2026-02-09 00:00:00,2026-02-09 04:00:00,Deportivo Alavés vs Getafe CF,Mendizorroza,Deportivo Alavés,2.0,1.0,Getafe CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-08 14:00:00,2026-02-08 13:00:00,2026-02-08 12:00:00,H
23,2026-02-08,2026-02-08 15:00:00,2026-02-08 20:00:00,2026-02-08 23:00:00,2026-02-09 00:00:00,2026-02-09 04:00:00,FC Barcelona vs RCD Mallorca,Spotify Camp Nou,FC Barcelona,5.0,1.0,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-08 14:00:00,2026-02-08 13:00:00,2026-02-08 12:00:00,H
23,2026-02-08,2026-02-08 15:00:00,2026-02-08 20:00:00,2026-02-08 23:00:00,2026-02-09 00:00:00,2026-02-09 04:00:00,RC Celta vs CA Osasuna,Estadio Abanca-Balaídos,RC Celta,2.0,0.0,CA Osasuna,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-08 14:00:00,2026-02-08 13:00:00,2026-02-08 12:00:00,H
23,2026-02-08,2026-02-08 15:00:00,2026-02-08 20:00:00,2026-02-08 23:00:00,2026-02-09 00:00:00,2026-02-09 04:00:00,Rayo Vallecano vs Real Oviedo,Estadio de Vallecas,Rayo Vallecano,0.0,1.0,Real Oviedo,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-08 14:00:00,2026-02-08 13:00:00,2026-02-08 12:00:00,A
23,2026-02-08,2026-02-08 15:00:00,2026-02-08 20:00:00,2026-02-08 23:00:00,2026-02-09 00:00:00,2026-02-09 04:00:00,Real Sociedad vs Elche CF,Estadio Municipal de Anoeta,Real Sociedad,3.0,1.0,Elche CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-08 14:00:00,2026-02-08 13:00:00,2026-02-08 12:00:00,H
23,2026-02-08,2026-02-08 15:00:00,2026-02-08 20:00:00,2026-02-08 23:00:00,2026-02-09 00:00:00,2026-02-09 04:00:00,Sevilla FC vs Girona FC,Ramón Sánchez-Pizjuán,Sevilla FC,1.0,0.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-08 14:00:00,2026-02-08 13:00:00,2026-02-08 12:00:00,H
23,2026-02-08,2026-02-08 15:00:00,2026-02-08 20:00:00,2026-02-08 23:00:00,2026-02-09 00:00:00,2026-02-09 04:00:00,Valencia CF vs Real Madrid,Mestalla,Valencia CF,3.0,0.0,Real Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-08 14:00:00,2026-02-08 13:00:00,2026-02-08 12:00:00,H
23,2026-02-08,2026-02-08 15:00:00,2026-02-08 20:00:00,2026-02-08 23:00:00,2026-02-09 00:00:00,2026-02-09 04:00:00,Villarreal CF vs RCD Espanyol,Estadio de la Cerámica,Villarreal CF,0.0,0.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-08 14:00:00,2026-02-08 13:00:00,2026-02-08 12:00:00,D
24,2026-02-15,2026-02-15 15:00:00,2026-02-15 20:00:00,2026-02-15 23:00:00,2026-02-16 00:00:00,2026-02-16 04:00:00,Elche CF vs CA Osasuna,Martínez Valero,Elche CF,2.0,0.0,CA Osasuna,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-15 14:00:00,2026-02-15 13:00:00,2026-02-15 12:00:00,H
24,2026-02-15,2026-02-15 15:00:00,2026-02-15 20:00:00,2026-02-15 23:00:00,2026-02-16 00:00:00,2026-02-16 04:00:00,Getafe CF vs Villarreal CF,Estadio Coliseum,Getafe CF,0.0,1.0,Villarreal CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-15 14:00:00,2026-02-15 13:00:00,2026-02-15 12:00:00,A
24,2026-02-15,2026-02-15 15:00:00,2026-02-15 20:00:00,2026-02-15 23:00:00,2026-02-16 00:00:00,2026-02-16 04:00:00,Girona FC vs FC Barcelona,Municipal de Montilivi,Girona FC,0.0,0.0,FC Barcelona,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-15 14:00:00,2026-02-15 13:00:00,2026-02-15 12:00:00,D
24,2026-02-15,2026-02-15 15:00:00,2026-02-15 20:00:00,2026-02-15 23:00:00,2026-02-16 00:00:00,2026-02-16 04:00:00,Levante UD vs Valencia CF,Ciutat de Valencia,Levante UD,1.0,2.0,Valencia CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-15 14:00:00,2026-02-15 13:00:00,2026-02-15 12:00:00,A
24,2026-02-15,2026-02-15 15:00:00,2026-02-15 20:00:00,2026-02-15 23:00:00,2026-02-16 00:00:00,2026-02-16 04:00:00,RCD Espanyol vs RC Celta,RCDE Stadium,RCD Espanyol,0.0,1.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-15 14:00:00,2026-02-15 13:00:00,2026-02-15 12:00:00,A
24,2026-02-15,2026-02-15 15:00:00,2026-02-15 20:00:00,2026-02-15 23:00:00,2026-02-16 00:00:00,2026-02-16 04:00:00,RCD Mallorca vs Real Betis,Estadi Mallorca Son Moix,RCD Mallorca,2.0,2.0,Real Betis,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-15 14:00:00,2026-02-15 13:00:00,2026-02-15 12:00:00,D
24,2026-02-15,2026-02-15 15:00:00,2026-02-15 20:00:00,2026-02-15 23:00:00,2026-02-16 00:00:00,2026-02-16 04:00:00,Rayo Vallecano vs Atlético de Madrid,Estadio de Vallecas,Rayo Vallecano,0.0,0.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-15 14:00:00,2026-02-15 13:00:00,2026-02-15 12:00:00,D
